age,quantity,price,gender_Female,gender_Male,category_Books,category_Clothing,category_Cosmetics,category_Food & Beverage,category_Shoes,category_Souvenir,category_Technology,category_Toys,payment_method_Cash,payment_method_Credit Card,payment_method_Debit Card
56,2,23.46,0,1,0,0,0,0,0,1,0,0,1,0,0
31,2,81.32,1,0,0,0,1,0,0,0,0,0,1,0,0
22,3,15.69,0,1,0,0,0,1,0,0,0,0,1,0,0
37,5,26.15,1,0,0,0,0,1,0,0,0,0,1,0,0
47,4,162.64,0,1,0,0,1,0,0,0,0,0,1,0,0
48,4,162.64,1,0,0,0,1,0,0,0,0,0,1,0,0
46,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
36,1,300.08,0,1,0,1,0,0,0,0,0,0,0,1,0
59,5,26.15,1,0,0,0,0,1,0,0,0,0,0,0,1
63,1,5.23,0,1,0,0,0,1,0,0,0,0,1,0,0
59,1,40.66,1,0,0,0,1,0,0,0,0,0,1,0,0
23,2,600.16,0,1,0,1,0,0,0,0,0,0,0,1,0
41,2,30.3,0,1,1,0,0,0,0,0,0,0,1,0,0
18,2,600.16,1,0,0,1,0,0,0,0,0,0,0,0,1
50,4,1200.32,0,1,0,1,0,0,0,0,0,0,1,0,0
22,3,121.98,1,0,0,0,1,0,0,0,0,0,0,1,0
51,3,900.24,0,1,0,1,0,0,0,0,0,0,1,0,0
19,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
56,4,162.64,0,1,0,0,1,0,0,0,0,0,1,0,0
68,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,1,0
40,4,60.6,0,1,1,0,0,0,0,0,0,0,1,0,0
23,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
50,4,143.36,1,0,0,0,0,0,0,0,0,1,0,1,0
69,2,81.32,0,1,0,0,1,0,0,0,0,0,1,0,0
60,2,10.46,1,0,0,0,0,1,0,0,0,0,1,0,0
47,2,600.16,0,1,0,1,0,0,0,0,0,0,1,0,0
67,4,1200.32,1,0,0,1,0,0,0,0,0,0,1,0,0
21,4,1200.32,0,1,0,1,0,0,0,0,0,0,1,0,0
66,5,1500.4,0,1,0,1,0,0,0,0,0,0,0,1,0
35,1,1050.0,1,0,0,0,0,0,0,0,1,0,1,0,0
51,5,5250.0,1,0,0,0,0,0,0,0,1,0,0,0,1
34,1,300.08,1,0,0,1,0,0,0,0,0,0,0,1,0
56,4,20.92,0,1,0,0,0,1,0,0,0,0,1,0,0
22,1,300.08,0,1,0,1,0,0,0,0,0,0,0,1,0
62,5,5250.0,0,1,0,0,0,0,0,0,1,0,1,0,0
63,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,1,0
30,5,26.15,1,0,0,0,0,1,0,0,0,0,1,0,0
63,5,1500.4,1,0,0,1,0,0,0,0,0,0,1,0,0
21,5,58.65,1,0,0,0,0,0,0,1,0,0,0,0,1
19,4,162.64,0,1,0,0,1,0,0,0,0,0,1,0,0
47,5,179.2,0,1,0,0,0,0,0,0,0,1,1,0,0
21,3,107.52,0,1,0,0,0,0,0,0,0,1,1,0,0
41,1,5.23,0,1,0,0,0,1,0,0,0,0,1,0,0
18,1,300.08,0,1,0,1,0,0,0,0,0,0,0,1,0
48,5,203.3,0,1,0,0,1,0,0,0,0,0,0,1,0
39,2,2100.0,0,1,0,0,0,0,0,0,1,0,1,0,0
22,2,1200.34,1,0,0,0,0,0,1,0,0,0,1,0,0
19,2,81.32,1,0,0,0,1,0,0,0,0,0,0,1,0
68,4,162.64,0,1,0,0,1,0,0,0,0,0,0,1,0
23,2,81.32,1,0,0,0,1,0,0,0,0,0,0,0,1
47,2,81.32,1,0,0,0,1,0,0,0,0,0,1,0,0
69,2,81.32,1,0,0,0,1,0,0,0,0,0,0,1,0
27,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
38,4,143.36,1,0,0,0,0,0,0,0,0,1,0,1,0
69,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,1,0
53,5,1500.4,1,0,0,1,0,0,0,0,0,0,1,0,0
39,5,5250.0,1,0,0,0,0,0,0,0,1,0,0,1,0
38,3,107.52,1,0,0,0,0,0,0,0,0,1,1,0,0
49,1,600.17,1,0,0,0,0,0,1,0,0,0,0,1,0
24,1,300.08,0,1,0,1,0,0,0,0,0,0,0,1,0
58,3,15.69,1,0,0,0,0,1,0,0,0,0,0,1,0
68,4,2400.68,1,0,0,0,0,0,1,0,0,0,0,1,0
63,3,900.24,1,0,0,1,0,0,0,0,0,0,1,0,0
22,4,1200.32,0,1,0,1,0,0,0,0,0,0,0,1,0
34,3,45.45,1,0,1,0,0,0,0,0,0,0,0,1,0
56,1,1050.0,1,0,0,0,0,0,0,0,1,0,1,0,0
57,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,0,1
39,5,1500.4,0,1,0,1,0,0,0,0,0,0,0,1,0
40,5,58.65,0,1,0,0,0,0,0,1,0,0,1,0,0
49,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
36,1,5.23,1,0,0,0,0,1,0,0,0,0,1,0,0
57,1,600.17,0,1,0,0,0,0,1,0,0,0,1,0,0
51,5,203.3,1,0,0,0,1,0,0,0,0,0,0,0,1
51,5,75.75,1,0,1,0,0,0,0,0,0,0,1,0,0
34,1,300.08,1,0,0,1,0,0,0,0,0,0,0,1,0
50,1,300.08,1,0,0,1,0,0,0,0,0,0,1,0,0
33,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
52,5,1500.4,0,1,0,1,0,0,0,0,0,0,0,1,0
39,1,35.84,1,0,0,0,0,0,0,0,0,1,0,0,1
31,3,1800.51,1,0,0,0,0,0,1,0,0,0,1,0,0
44,5,203.3,0,1,0,0,1,0,0,0,0,0,0,0,1
68,5,179.2,0,1,0,0,0,0,0,0,0,1,0,1,0
65,1,600.17,0,1,0,0,0,0,1,0,0,0,0,1,0
26,1,300.08,0,1,0,1,0,0,0,0,0,0,1,0,0
39,2,600.16,1,0,0,1,0,0,0,0,0,0,0,0,1
52,5,3000.85,0,1,0,0,0,0,1,0,0,0,1,0,0
52,3,35.19,0,1,0,0,0,0,0,1,0,0,0,1,0
26,1,600.17,0,1,0,0,0,0,1,0,0,0,1,0,0
62,1,11.73,0,1,0,0,0,0,0,1,0,0,1,0,0
20,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
64,3,15.69,0,1,0,0,0,1,0,0,0,0,0,0,1
30,5,179.2,0,1,0,0,0,0,0,0,0,1,1,0,0
65,1,35.84,0,1,0,0,0,0,0,0,0,1,1,0,0
44,5,179.2,1,0,0,0,0,0,0,0,0,1,1,0,0
64,1,5.23,1,0,0,0,0,1,0,0,0,0,1,0,0
58,2,10.46,1,0,0,0,0,1,0,0,0,0,1,0,0
33,1,5.23,0,1,0,0,0,1,0,0,0,0,1,0,0
55,4,162.64,1,0,0,0,1,0,0,0,0,0,0,1,0
69,5,1500.4,0,1,0,1,0,0,0,0,0,0,0,1,0
51,1,600.17,1,0,0,0,0,0,1,0,0,0,0,1,0
56,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
64,5,75.75,1,0,1,0,0,0,0,0,0,0,1,0,0
48,4,20.92,1,0,0,0,0,1,0,0,0,0,0,1,0
21,5,203.3,1,0,0,0,1,0,0,0,0,0,0,0,1
54,3,107.52,0,1,0,0,0,0,0,0,0,1,0,1,0
55,3,15.69,1,0,0,0,0,1,0,0,0,0,0,0,1
62,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
21,1,5.23,1,0,0,0,0,1,0,0,0,0,1,0,0
25,1,35.84,0,1,0,0,0,0,0,0,0,1,0,1,0
31,1,5.23,1,0,0,0,0,1,0,0,0,0,0,1,0
69,1,35.84,0,1,0,0,0,0,0,0,0,1,1,0,0
42,4,20.92,1,0,0,0,0,1,0,0,0,0,0,1,0
36,2,30.3,1,0,1,0,0,0,0,0,0,0,0,1,0
56,3,900.24,1,0,0,1,0,0,0,0,0,0,0,1,0
24,4,20.92,1,0,0,0,0,1,0,0,0,0,1,0,0
49,2,81.32,1,0,0,0,1,0,0,0,0,0,0,0,1
58,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
67,1,40.66,0,1,0,0,1,0,0,0,0,0,0,0,1
52,4,1200.32,1,0,0,1,0,0,0,0,0,0,1,0,0
47,4,143.36,0,1,0,0,0,0,0,0,0,1,0,0,1
19,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,1,0
42,3,35.19,1,0,0,0,0,0,0,1,0,0,1,0,0
59,5,1500.4,0,1,0,1,0,0,0,0,0,0,0,1,0
54,1,15.15,1,0,1,0,0,0,0,0,0,0,1,0,0
56,3,900.24,1,0,0,1,0,0,0,0,0,0,1,0,0
22,3,45.45,1,0,1,0,0,0,0,0,0,0,1,0,0
41,3,3150.0,1,0,0,0,0,0,0,0,1,0,0,1,0
42,4,2400.68,1,0,0,0,0,0,1,0,0,0,0,0,1
64,1,1050.0,1,0,0,0,0,0,0,0,1,0,1,0,0
38,2,10.46,0,1,0,0,0,1,0,0,0,0,1,0,0
41,5,203.3,0,1,0,0,1,0,0,0,0,0,1,0,0
52,4,1200.32,0,1,0,1,0,0,0,0,0,0,1,0,0
56,5,26.15,1,0,0,0,0,1,0,0,0,0,0,0,1
45,4,1200.32,1,0,0,1,0,0,0,0,0,0,1,0,0
24,3,900.24,1,0,0,1,0,0,0,0,0,0,1,0,0
54,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,0,1
65,1,1050.0,0,1,0,0,0,0,0,0,1,0,0,0,1
44,3,1800.51,0,1,0,0,0,0,1,0,0,0,0,1,0
41,4,162.64,0,1,0,0,1,0,0,0,0,0,0,1,0
26,4,1200.32,1,0,0,1,0,0,0,0,0,0,0,1,0
47,2,1200.34,0,1,0,0,0,0,1,0,0,0,0,1,0
58,3,3150.0,1,0,0,0,0,0,0,0,1,0,0,0,1
54,5,1500.4,1,0,0,1,0,0,0,0,0,0,1,0,0
37,5,1500.4,1,0,0,1,0,0,0,0,0,0,1,0,0
22,4,143.36,0,1,0,0,0,0,0,0,0,1,1,0,0
26,4,1200.32,1,0,0,1,0,0,0,0,0,0,1,0,0
29,4,1200.32,1,0,0,1,0,0,0,0,0,0,0,1,0
23,2,10.46,1,0,0,0,0,1,0,0,0,0,0,1,0
56,5,203.3,0,1,0,0,1,0,0,0,0,0,0,0,1
51,4,1200.32,1,0,0,1,0,0,0,0,0,0,1,0,0
47,1,1050.0,1,0,0,0,0,0,0,0,1,0,1,0,0
36,1,300.08,0,1,0,1,0,0,0,0,0,0,1,0,0
50,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,0,1
51,3,15.69,1,0,0,0,0,1,0,0,0,0,0,1,0
41,1,40.66,0,1,0,0,1,0,0,0,0,0,1,0,0
18,2,600.16,1,0,0,1,0,0,0,0,0,0,0,0,1
23,1,600.17,1,0,0,0,0,0,1,0,0,0,0,0,1
32,1,300.08,1,0,0,1,0,0,0,0,0,0,0,0,1
68,2,30.3,1,0,1,0,0,0,0,0,0,0,0,0,1
37,4,60.6,1,0,1,0,0,0,0,0,0,0,0,0,1
28,3,35.19,1,0,0,0,0,0,0,1,0,0,1,0,0
34,3,15.69,0,1,0,0,0,1,0,0,0,0,0,1,0
55,3,3150.0,0,1,0,0,0,0,0,0,1,0,1,0,0
44,4,20.92,0,1,0,0,0,1,0,0,0,0,0,0,1
51,3,3150.0,0,1,0,0,0,0,0,0,1,0,0,1,0
58,4,60.6,1,0,1,0,0,0,0,0,0,0,1,0,0
41,2,30.3,1,0,1,0,0,0,0,0,0,0,1,0,0
44,3,900.24,0,1,0,1,0,0,0,0,0,0,0,1,0
33,4,2400.68,1,0,0,0,0,0,1,0,0,0,1,0,0
29,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
41,2,600.16,1,0,0,1,0,0,0,0,0,0,0,0,1
22,4,162.64,1,0,0,0,1,0,0,0,0,0,1,0,0
23,3,15.69,0,1,0,0,0,1,0,0,0,0,1,0,0
27,2,71.68,1,0,0,0,0,0,0,0,0,1,1,0,0
22,2,600.16,0,1,0,1,0,0,0,0,0,0,0,1,0
28,1,40.66,0,1,0,0,1,0,0,0,0,0,1,0,0
25,3,900.24,1,0,0,1,0,0,0,0,0,0,1,0,0
44,4,2400.68,1,0,0,0,0,0,1,0,0,0,1,0,0
66,1,5.23,1,0,0,0,0,1,0,0,0,0,1,0,0
34,3,900.24,0,1,0,1,0,0,0,0,0,0,0,0,1
23,2,81.32,1,0,0,0,1,0,0,0,0,0,1,0,0
22,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
61,2,81.32,0,1,0,0,1,0,0,0,0,0,1,0,0
40,4,46.92,1,0,0,0,0,0,0,1,0,0,1,0,0
57,4,60.6,1,0,1,0,0,0,0,0,0,0,1,0,0
30,3,107.52,1,0,0,0,0,0,0,0,0,1,1,0,0
64,1,5.23,1,0,0,0,0,1,0,0,0,0,0,1,0
50,4,143.36,0,1,0,0,0,0,0,0,0,1,1,0,0
51,5,3000.85,0,1,0,0,0,0,1,0,0,0,0,0,1
27,3,15.69,0,1,0,0,0,1,0,0,0,0,0,1,0
41,2,1200.34,1,0,0,0,0,0,1,0,0,0,1,0,0
46,4,1200.32,1,0,0,1,0,0,0,0,0,0,0,1,0
41,4,20.92,1,0,0,0,0,1,0,0,0,0,1,0,0
20,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,0,1
33,1,35.84,0,1,0,0,0,0,0,0,0,1,0,0,1
49,2,600.16,0,1,0,1,0,0,0,0,0,0,0,1,0
38,3,3150.0,1,0,0,0,0,0,0,0,1,0,0,1,0
42,5,5250.0,1,0,0,0,0,0,0,0,1,0,0,0,1
22,3,35.19,1,0,0,0,0,0,0,1,0,0,0,0,1
27,2,600.16,1,0,0,1,0,0,0,0,0,0,0,1,0
30,5,5250.0,1,0,0,0,0,0,0,0,1,0,1,0,0
37,3,35.19,1,0,0,0,0,0,0,1,0,0,1,0,0
21,2,600.16,0,1,0,1,0,0,0,0,0,0,0,1,0
65,2,600.16,1,0,0,1,0,0,0,0,0,0,0,0,1
34,3,45.45,1,0,1,0,0,0,0,0,0,0,1,0,0
34,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,1,0
69,4,4200.0,1,0,0,0,0,0,0,0,1,0,0,1,0
24,3,121.98,0,1,0,0,1,0,0,0,0,0,0,1,0
64,3,900.24,0,1,0,1,0,0,0,0,0,0,0,1,0
37,1,1050.0,1,0,0,0,0,0,0,0,1,0,1,0,0
32,3,45.45,1,0,1,0,0,0,0,0,0,0,0,1,0
45,1,5.23,1,0,0,0,0,1,0,0,0,0,1,0,0
52,2,600.16,0,1,0,1,0,0,0,0,0,0,1,0,0
36,4,1200.32,1,0,0,1,0,0,0,0,0,0,1,0,0
60,2,30.3,1,0,1,0,0,0,0,0,0,0,1,0,0
28,5,3000.85,0,1,0,0,0,0,1,0,0,0,0,1,0
37,1,300.08,1,0,0,1,0,0,0,0,0,0,1,0,0
44,5,203.3,1,0,0,0,1,0,0,0,0,0,0,0,1
19,3,45.45,0,1,1,0,0,0,0,0,0,0,1,0,0
45,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,1,0
33,5,1500.4,1,0,0,1,0,0,0,0,0,0,1,0,0
67,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
48,1,35.84,0,1,0,0,0,0,0,0,0,1,1,0,0
40,5,1500.4,1,0,0,1,0,0,0,0,0,0,1,0,0
59,3,121.98,1,0,0,0,1,0,0,0,0,0,1,0,0
40,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
19,1,600.17,1,0,0,0,0,0,1,0,0,0,0,1,0
19,5,26.15,1,0,0,0,0,1,0,0,0,0,1,0,0
20,4,162.64,1,0,0,0,1,0,0,0,0,0,1,0,0
33,1,40.66,0,1,0,0,1,0,0,0,0,0,0,1,0
50,2,71.68,0,1,0,0,0,0,0,0,0,1,0,1,0
58,1,300.08,1,0,0,1,0,0,0,0,0,0,1,0,0
37,5,26.15,0,1,0,0,0,1,0,0,0,0,0,1,0
39,2,600.16,1,0,0,1,0,0,0,0,0,0,0,0,1
66,1,300.08,0,1,0,1,0,0,0,0,0,0,1,0,0
55,2,600.16,0,1,0,1,0,0,0,0,0,0,1,0,0
63,2,600.16,0,1,0,1,0,0,0,0,0,0,0,1,0
20,5,58.65,1,0,0,0,0,0,0,1,0,0,1,0,0
31,1,600.17,1,0,0,0,0,0,1,0,0,0,0,0,1
24,1,35.84,1,0,0,0,0,0,0,0,0,1,0,1,0
55,2,1200.34,1,0,0,0,0,0,1,0,0,0,0,1,0
66,1,40.66,0,1,0,0,1,0,0,0,0,0,1,0,0
62,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
18,2,30.3,1,0,1,0,0,0,0,0,0,0,1,0,0
25,4,1200.32,0,1,0,1,0,0,0,0,0,0,1,0,0
69,2,71.68,1,0,0,0,0,0,0,0,0,1,0,0,1
43,3,1800.51,1,0,0,0,0,0,1,0,0,0,0,0,1
19,1,300.08,0,1,0,1,0,0,0,0,0,0,0,1,0
36,4,60.6,1,0,1,0,0,0,0,0,0,0,1,0,0
50,4,162.64,1,0,0,0,1,0,0,0,0,0,0,0,1
45,1,35.84,1,0,0,0,0,0,0,0,0,1,0,1,0
35,4,46.92,0,1,0,0,0,0,0,1,0,0,1,0,0
21,3,1800.51,1,0,0,0,0,0,1,0,0,0,0,1,0
51,2,600.16,0,1,0,1,0,0,0,0,0,0,0,1,0
57,2,600.16,1,0,0,1,0,0,0,0,0,0,0,1,0
25,3,3150.0,1,0,0,0,0,0,0,0,1,0,0,1,0
44,3,121.98,0,1,0,0,1,0,0,0,0,0,1,0,0
45,3,15.69,0,1,0,0,0,1,0,0,0,0,1,0,0
35,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,1,0
21,2,81.32,0,1,0,0,1,0,0,0,0,0,1,0,0
38,1,11.73,0,1,0,0,0,0,0,1,0,0,0,1,0
29,4,143.36,0,1,0,0,0,0,0,0,0,1,1,0,0
20,1,300.08,1,0,0,1,0,0,0,0,0,0,1,0,0
51,4,1200.32,0,1,0,1,0,0,0,0,0,0,0,0,1
37,4,46.92,1,0,0,0,0,0,0,1,0,0,1,0,0
27,5,3000.85,0,1,0,0,0,0,1,0,0,0,0,1,0
37,1,5.23,1,0,0,0,0,1,0,0,0,0,0,0,1
37,2,600.16,1,0,0,1,0,0,0,0,0,0,0,0,1
62,3,900.24,1,0,0,1,0,0,0,0,0,0,0,1,0
37,4,143.36,0,1,0,0,0,0,0,0,0,1,0,0,1
35,4,1200.32,0,1,0,1,0,0,0,0,0,0,0,1,0
49,1,300.08,1,0,0,1,0,0,0,0,0,0,1,0,0
51,1,40.66,1,0,0,0,1,0,0,0,0,0,1,0,0
18,3,15.69,1,0,0,0,0,1,0,0,0,0,0,1,0
40,2,71.68,1,0,0,0,0,0,0,0,0,1,0,1,0
63,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,0,1
37,1,600.17,1,0,0,0,0,0,1,0,0,0,1,0,0
54,3,107.52,0,1,0,0,0,0,0,0,0,1,0,0,1
33,3,1800.51,1,0,0,0,0,0,1,0,0,0,0,0,1
55,5,3000.85,1,0,0,0,0,0,1,0,0,0,0,0,1
65,3,121.98,0,1,0,0,1,0,0,0,0,0,1,0,0
21,1,300.08,1,0,0,1,0,0,0,0,0,0,0,0,1
26,1,5.23,1,0,0,0,0,1,0,0,0,0,0,1,0
36,4,4200.0,0,1,0,0,0,0,0,0,1,0,0,0,1
47,2,2100.0,1,0,0,0,0,0,0,0,1,0,0,1,0
61,3,45.45,1,0,1,0,0,0,0,0,0,0,1,0,0
61,1,300.08,1,0,0,1,0,0,0,0,0,0,0,0,1
46,4,1200.32,0,1,0,1,0,0,0,0,0,0,0,1,0
64,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
50,5,1500.4,0,1,0,1,0,0,0,0,0,0,0,0,1
36,5,203.3,0,1,0,0,1,0,0,0,0,0,0,1,0
22,3,15.69,1,0,0,0,0,1,0,0,0,0,1,0,0
19,2,30.3,1,0,1,0,0,0,0,0,0,0,0,1,0
59,5,1500.4,0,1,0,1,0,0,0,0,0,0,0,1,0
52,2,71.68,0,1,0,0,0,0,0,0,0,1,1,0,0
22,3,107.52,0,1,0,0,0,0,0,0,0,1,0,1,0
33,3,121.98,0,1,0,0,1,0,0,0,0,0,1,0,0
58,5,1500.4,1,0,0,1,0,0,0,0,0,0,1,0,0
66,2,71.68,0,1,0,0,0,0,0,0,0,1,0,1,0
33,2,600.16,1,0,0,1,0,0,0,0,0,0,0,0,1
49,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
65,4,1200.32,0,1,0,1,0,0,0,0,0,0,0,1,0
30,5,203.3,1,0,0,0,1,0,0,0,0,0,0,1,0
48,4,20.92,1,0,0,0,0,1,0,0,0,0,0,1,0
52,1,1050.0,1,0,0,0,0,0,0,0,1,0,0,1,0
51,1,300.08,0,1,0,1,0,0,0,0,0,0,1,0,0
30,2,600.16,1,0,0,1,0,0,0,0,0,0,0,1,0
67,3,15.69,1,0,0,0,0,1,0,0,0,0,1,0,0
61,4,1200.32,1,0,0,1,0,0,0,0,0,0,1,0,0
23,5,26.15,0,1,0,0,0,1,0,0,0,0,0,1,0
39,3,900.24,1,0,0,1,0,0,0,0,0,0,1,0,0
21,1,5.23,1,0,0,0,0,1,0,0,0,0,0,1,0
61,2,10.46,0,1,0,0,0,1,0,0,0,0,1,0,0
54,3,35.19,1,0,0,0,0,0,0,1,0,0,1,0,0
43,1,600.17,0,1,0,0,0,0,1,0,0,0,1,0,0
62,5,1500.4,0,1,0,1,0,0,0,0,0,0,1,0,0
55,4,162.64,1,0,0,0,1,0,0,0,0,0,1,0,0
48,4,1200.32,1,0,0,1,0,0,0,0,0,0,1,0,0
55,5,203.3,0,1,0,0,1,0,0,0,0,0,0,1,0
68,3,900.24,0,1,0,1,0,0,0,0,0,0,0,1,0
39,5,203.3,1,0,0,0,1,0,0,0,0,0,1,0,0
69,5,26.15,1,0,0,0,0,1,0,0,0,0,1,0,0
53,2,600.16,1,0,0,1,0,0,0,0,0,0,1,0,0
51,5,75.75,1,0,1,0,0,0,0,0,0,0,0,0,1
49,2,1200.34,1,0,0,0,0,0,1,0,0,0,0,0,1
56,2,1200.34,1,0,0,0,0,0,1,0,0,0,1,0,0
44,4,2400.68,1,0,0,0,0,0,1,0,0,0,0,1,0
65,3,900.24,0,1,0,1,0,0,0,0,0,0,1,0,0
37,3,900.24,1,0,0,1,0,0,0,0,0,0,0,1,0
69,1,35.84,1,0,0,0,0,0,0,0,0,1,0,1,0
20,1,300.08,1,0,0,1,0,0,0,0,0,0,1,0,0
51,4,20.92,0,1,0,0,0,1,0,0,0,0,0,0,1
30,2,600.16,0,1,0,1,0,0,0,0,0,0,1,0,0
37,4,162.64,1,0,0,0,1,0,0,0,0,0,1,0,0
61,1,300.08,1,0,0,1,0,0,0,0,0,0,1,0,0
43,3,15.69,1,0,0,0,0,1,0,0,0,0,0,0,1
63,2,10.46,1,0,0,0,0,1,0,0,0,0,1,0,0
36,1,600.17,1,0,0,0,0,0,1,0,0,0,0,1,0
29,2,1200.34,0,1,0,0,0,0,1,0,0,0,0,0,1
22,5,1500.4,1,0,0,1,0,0,0,0,0,0,1,0,0
61,2,2100.0,0,1,0,0,0,0,0,0,1,0,0,1,0
57,4,46.92,0,1,0,0,0,0,0,1,0,0,0,0,1
39,2,81.32,1,0,0,0,1,0,0,0,0,0,1,0,0
21,1,300.08,0,1,0,1,0,0,0,0,0,0,1,0,0
37,1,5.23,0,1,0,0,0,1,0,0,0,0,1,0,0
37,5,1500.4,0,1,0,1,0,0,0,0,0,0,0,1,0
46,2,1200.34,0,1,0,0,0,0,1,0,0,0,1,0,0
42,2,600.16,0,1,0,1,0,0,0,0,0,0,0,0,1
23,2,10.46,1,0,0,0,0,1,0,0,0,0,0,1,0
45,5,179.2,1,0,0,0,0,0,0,0,0,1,0,0,1
59,1,300.08,1,0,0,1,0,0,0,0,0,0,0,1,0
18,3,900.24,1,0,0,1,0,0,0,0,0,0,1,0,0
48,3,15.69,1,0,0,0,0,1,0,0,0,0,1,0,0
22,3,900.24,0,1,0,1,0,0,0,0,0,0,1,0,0
66,1,11.73,1,0,0,0,0,0,0,1,0,0,0,1,0
54,1,300.08,1,0,0,1,0,0,0,0,0,0,0,0,1
47,2,600.16,1,0,0,1,0,0,0,0,0,0,0,1,0
55,4,162.64,0,1,0,0,1,0,0,0,0,0,1,0,0
39,2,2100.0,1,0,0,0,0,0,0,0,1,0,1,0,0
31,1,1050.0,0,1,0,0,0,0,0,0,1,0,1,0,0
60,3,107.52,0,1,0,0,0,0,0,0,0,1,0,1,0
68,1,300.08,0,1,0,1,0,0,0,0,0,0,1,0,0
50,4,1200.32,1,0,0,1,0,0,0,0,0,0,0,0,1
19,5,179.2,0,1,0,0,0,0,0,0,0,1,0,0,1
33,2,30.3,1,0,1,0,0,0,0,0,0,0,1,0,0
45,1,300.08,0,1,0,1,0,0,0,0,0,0,0,1,0
38,1,300.08,1,0,0,1,0,0,0,0,0,0,0,1,0
64,4,162.64,1,0,0,0,1,0,0,0,0,0,0,1,0
42,2,600.16,0,1,0,1,0,0,0,0,0,0,1,0,0
36,4,20.92,0,1,0,0,0,1,0,0,0,0,0,0,1
44,4,20.92,0,1,0,0,0,1,0,0,0,0,1,0,0
38,1,5.23,1,0,0,0,0,1,0,0,0,0,0,1,0
46,3,15.69,0,1,0,0,0,1,0,0,0,0,0,1,0
63,5,26.15,1,0,0,0,0,1,0,0,0,0,1,0,0
28,4,1200.32,0,1,0,1,0,0,0,0,0,0,0,0,1
20,3,900.24,0,1,0,1,0,0,0,0,0,0,0,1,0
32,1,300.08,1,0,0,1,0,0,0,0,0,0,0,1,0
28,1,300.08,1,0,0,1,0,0,0,0,0,0,1,0,0
33,5,203.3,0,1,0,0,1,0,0,0,0,0,1,0,0
65,3,121.98,1,0,0,0,1,0,0,0,0,0,1,0,0
41,1,35.84,0,1,0,0,0,0,0,0,0,1,1,0,0
53,5,1500.4,1,0,0,1,0,0,0,0,0,0,0,1,0
27,3,107.52,1,0,0,0,0,0,0,0,0,1,0,1,0
40,3,900.24,0,1,0,1,0,0,0,0,0,0,0,0,1
54,2,600.16,0,1,0,1,0,0,0,0,0,0,0,1,0
63,5,3000.85,0,1,0,0,0,0,1,0,0,0,1,0,0
56,3,900.24,1,0,0,1,0,0,0,0,0,0,1,0,0
67,2,81.32,1,0,0,0,1,0,0,0,0,0,0,1,0
19,5,203.3,0,1,0,0,1,0,0,0,0,0,0,1,0
26,3,900.24,0,1,0,1,0,0,0,0,0,0,1,0,0
29,3,900.24,1,0,0,1,0,0,0,0,0,0,0,0,1
56,3,45.45,1,0,1,0,0,0,0,0,0,0,1,0,0
29,3,107.52,1,0,0,0,0,0,0,0,0,1,0,1,0
30,1,300.08,1,0,0,1,0,0,0,0,0,0,0,1,0
45,3,900.24,0,1,0,1,0,0,0,0,0,0,1,0,0
56,4,162.64,1,0,0,0,1,0,0,0,0,0,1,0,0
38,5,58.65,1,0,0,0,0,0,0,1,0,0,0,1,0
31,5,75.75,1,0,1,0,0,0,0,0,0,0,0,1,0
41,2,71.68,1,0,0,0,0,0,0,0,0,1,0,1,0
22,1,35.84,0,1,0,0,0,0,0,0,0,1,0,1,0
28,4,1200.32,0,1,0,1,0,0,0,0,0,0,0,0,1
67,2,2100.0,0,1,0,0,0,0,0,0,1,0,0,1,0
24,3,900.24,1,0,0,1,0,0,0,0,0,0,0,1,0
35,1,11.73,1,0,0,0,0,0,0,1,0,0,0,1,0
69,1,300.08,0,1,0,1,0,0,0,0,0,0,1,0,0
